Invoice_ID,Distributor_ID,Priority,Invoice_Amount_LKR,Submission_Timestamp,Stage1_Approver,Stage1_Wait_min,Stage1_Service_min,Stage1_Outcome,Stage2_Approver,Stage2_Wait_min,Stage2_Service_min,Final_Status,Total_Turnaround_min,Is_Month_End_Period
INV-00528,DIST-011,Normal,278840.09,2026-06-15 08:53:18,Reviewer-A,0.0,4.42,Proceed,Manager-Y,0.0,17.11,Approved,21.53,False
INV-00529,DIST-003,Normal,323277.34,2026-06-15 09:02:44,Reviewer-B,0.0,5.32,Returned,,,,Returned to Distributor,5.32,False
INV-00530,DIST-005,High,322997.82,2026-06-15 09:03:43,Reviewer-A,0.0,3.49,Proceed,Manager-Y,7.64,16.33,Approved,27.46,False
INV-00531,DIST-010,High,10575.05,2026-06-15 09:11:36,Reviewer-C,0.0,2.78,Proceed,Manager-X,11.58,5.84,Approved,20.2,False
INV-00532,DIST-003,Normal,311078.39,2026-06-15 09:13:34,Reviewer-A,0.0,0.76,Proceed,Manager-Y,16.86,15.84,Approved,33.45,False
INV-00533,DIST-008,Normal,409772.88,2026-06-15 09:21:27,Reviewer-B,0.0,6.25,Proceed,Manager-X,4.11,2.65,Approved,13.02,False
INV-00534,DIST-003,Normal,536961.66,2026-06-15 09:32:13,Reviewer-A,0.0,5.1,Proceed,Manager-X,0.0,2.84,Approved,7.93,False
INV-00535,DIST-010,Normal,824010.92,2026-06-15 10:10:19,Reviewer-C,0.0,12.65,Proceed,Manager-X,0.0,16.36,Rejected,29.01,False
INV-00536,DIST-010,High,843895.57,2026-06-15 10:13:15,Reviewer-B,0.0,0.9,Proceed,Manager-Y,0.0,7.42,Approved,8.31,False
INV-00537,DIST-003,Normal,531613.92,2026-06-15 10:33:51,Reviewer-A,0.0,1.1,Proceed,Manager-Y,0.0,24.28,Approved,25.38,False
INV-00538,DIST-007,Normal,330715.29,2026-06-15 10:34:43,Reviewer-B,0.0,1.36,Proceed,Manager-X,3.26,6.67,Approved,11.28,False
INV-00539,DIST-002,High,154921.75,2026-06-15 10:36:39,Reviewer-C,0.0,4.4,Proceed,Manager-X,4.94,6.12,Approved,15.46,False
INV-00540,DIST-011,Normal,115127.87,2026-06-15 10:37:50,Reviewer-A,0.0,10.54,Returned,,,,Returned to Distributor,10.54,False
INV-00541,DIST-011,Normal,369614.82,2026-06-15 10:55:43,Reviewer-B,0.0,12.47,Proceed,Manager-X,0.0,5.32,Rejected,17.79,False
INV-00542,DIST-007,Normal,301187.55,2026-06-15 11:03:37,Reviewer-C,0.0,14.31,Proceed,Manager-Y,0.0,8.15,Approved,22.46,False
INV-00543,DIST-004,Normal,774022.13,2026-06-15 11:07:09,Reviewer-A,0.0,5.47,Proceed,Manager-X,0.9,2.83,Approved,9.2,False
INV-00544,DIST-001,Normal,493399.14,2026-06-15 11:23:29,Reviewer-B,0.0,0.04,Proceed,Manager-X,0.0,11.06,Approved,11.1,False
INV-00545,DIST-003,Normal,365030.49,2026-06-15 11:28:53,Reviewer-A,0.0,1.82,Proceed,Manager-Y,0.0,7.9,Approved,9.72,False
INV-00546,DIST-007,Normal,642951.26,2026-06-15 12:26:31,Reviewer-C,0.0,9.19,Proceed,Manager-X,0.0,4.39,Approved,13.58,False
INV-00547,DIST-005,Normal,493115.22,2026-06-15 12:30:02,Reviewer-B,0.0,3.05,Proceed,Manager-Y,0.0,18.94,Approved,21.99,False
INV-00548,DIST-012,Normal,807112.18,2026-06-15 12:33:10,Reviewer-A,0.0,4.26,Proceed,Manager-X,2.68,15.33,Approved,22.27,False
INV-00549,DIST-001,High,140823.62,2026-06-15 12:47:01,Reviewer-B,0.0,0.03,Proceed,Manager-Y,4.98,1.27,Approved,6.28,False
INV-00550,DIST-002,Normal,227312.74,2026-06-15 12:53:52,Reviewer-C,0.0,5.63,Proceed,Manager-Y,0.0,25.36,Approved,30.99,False
INV-00551,DIST-005,Normal,606306.93,2026-06-15 13:06:41,Reviewer-A,0.0,17.48,Proceed,Manager-X,0.0,9.71,Approved,27.19,False
INV-00552,DIST-011,Normal,791490.9,2026-06-15 13:09:23,Reviewer-B,0.0,1.3,Proceed,Manager-Y,14.18,6.79,Approved,22.26,False
INV-00553,DIST-011,Normal,35471.66,2026-06-15 13:20:51,Reviewer-C,0.0,0.0,Proceed,Manager-Y,10.8,54.62,Approved,65.43,False
INV-00554,DIST-007,Normal,347606.07,2026-06-15 13:26:04,Reviewer-B,0.0,0.09,Proceed,Manager-X,7.71,23.9,Approved,31.7,False
INV-00555,DIST-009,Normal,778182.58,2026-06-15 13:41:37,Reviewer-C,0.0,19.83,Proceed,Manager-X,0.0,8.86,Approved,28.68,False
INV-00556,DIST-010,Normal,8930.48,2026-06-15 14:13:28,Reviewer-A,0.0,4.23,Proceed,Manager-X,0.0,6.65,Approved,10.88,False
INV-00557,DIST-009,High,813419.4,2026-06-15 14:14:58,Reviewer-B,0.0,8.05,Proceed,Manager-X,1.33,9.57,Rejected,18.95,False
INV-00558,DIST-004,High,645064.93,2026-06-15 14:24:54,Reviewer-C,0.0,2.95,Proceed,Manager-Y,0.0,7.14,Approved,10.08,False
INV-00559,DIST-002,Normal,328358.89,2026-06-15 14:26:23,Reviewer-A,0.0,1.49,Proceed,Manager-X,6.04,15.3,Approved,22.83,False
INV-00560,DIST-009,Normal,13216.1,2026-06-15 14:31:37,Reviewer-B,0.0,1.71,Proceed,Manager-Y,1.66,10.64,Approved,14.01,False
INV-00561,DIST-003,Normal,407689.36,2026-06-15 14:32:34,Reviewer-C,0.0,13.48,Proceed,Manager-Y,0.0,27.93,Approved,41.41,False
INV-00562,DIST-008,Normal,627859.85,2026-06-15 15:01:27,Reviewer-A,0.0,1.66,Proceed,Manager-X,0.0,2.47,Approved,4.14,False
INV-00563,DIST-006,Normal,136816.26,2026-06-15 15:23:10,Reviewer-B,0.0,15.17,Proceed,Manager-X,0.0,10.34,Approved,25.51,False
INV-00564,DIST-009,Normal,814504.16,2026-06-15 15:40:31,Reviewer-C,0.0,2.78,Proceed,Manager-Y,0.0,21.7,Approved,24.48,False
INV-00565,DIST-005,High,419730.52,2026-06-15 15:50:46,Reviewer-A,0.0,11.89,Proceed,Manager-X,0.0,2.03,Approved,13.92,False
INV-00566,DIST-007,Normal,409180.46,2026-06-15 15:51:26,Reviewer-B,0.0,4.19,Proceed,Manager-X,9.06,11.01,Approved,24.26,False
INV-00567,DIST-012,Normal,442883.34,2026-06-15 16:36:27,Reviewer-C,0.0,0.05,Proceed,Manager-Y,0.0,4.53,Approved,4.58,False
INV-00568,DIST-005,Normal,163143.81,2026-06-15 16:41:50,Reviewer-B,0.0,1.88,Returned,,,,Returned to Distributor,1.88,False
INV-00569,DIST-003,Normal,426460.66,2026-06-15 16:46:52,Reviewer-A,0.0,7.24,Proceed,Manager-X,0.0,18.3,Approved,25.54,False
INV-00570,DIST-003,Normal,832485.22,2026-06-15 16:49:15,Reviewer-C,0.0,10.1,Proceed,Manager-Y,0.0,15.49,Approved,25.58,False
INV-00571,DIST-012,Normal,131368.11,2026-06-16 08:02:37,Reviewer-A,0.0,1.17,Proceed,Manager-X,0.0,51.47,Approved,52.63,False
INV-00572,DIST-012,Normal,271789.52,2026-06-16 08:11:21,Reviewer-B,0.0,1.73,Proceed,Manager-Y,0.0,0.46,Approved,2.2,False
INV-00573,DIST-004,Normal,692676.27,2026-06-16 08:13:29,Reviewer-C,0.0,5.96,Proceed,Manager-Y,0.0,3.87,Approved,9.83,False
INV-00574,DIST-005,Normal,295798.53,2026-06-16 08:23:21,Reviewer-A,0.0,2.59,Proceed,Manager-Y,0.0,8.84,Approved,11.43,False
INV-00575,DIST-009,Normal,152485.32,2026-06-16 08:35:56,Reviewer-B,0.0,2.63,Proceed,Manager-Y,0.0,6.35,Approved,8.98,False
INV-00576,DIST-007,Normal,523545.89,2026-06-16 09:02:23,Reviewer-C,0.0,18.82,Proceed,Manager-Y,0.0,9.72,Approved,28.54,False
INV-00577,DIST-010,Normal,488033.75,2026-06-16 09:08:58,Reviewer-A,0.0,0.44,Proceed,Manager-X,0.0,2.46,Approved,2.91,False
INV-00578,DIST-005,Normal,516550.3,2026-06-16 09:13:06,Reviewer-B,0.0,13.12,Proceed,Manager-X,0.0,26.53,Approved,39.65,False
INV-00579,DIST-008,Normal,354820.76,2026-06-16 09:21:55,Reviewer-A,0.0,0.14,Proceed,Manager-Y,8.87,10.31,Rejected,19.31,False
INV-00580,DIST-002,Normal,182932.91,2026-06-16 09:36:24,Reviewer-C,0.0,0.6,Returned,,,,Returned to Distributor,0.6,False
INV-00581,DIST-001,Normal,27278.35,2026-06-16 09:44:05,Reviewer-A,0.0,8.69,Proceed,Manager-Y,0.0,2.89,Approved,11.58,False
INV-00582,DIST-007,Normal,266418.2,2026-06-16 09:56:51,Reviewer-B,0.0,2.01,Proceed,Manager-X,0.0,1.34,Approved,3.34,False
INV-00583,DIST-011,High,306530.85,2026-06-16 09:57:12,Reviewer-C,0.0,9.59,Proceed,Manager-Y,0.0,16.53,Rejected,26.12,False
INV-00584,DIST-003,Normal,824263.21,2026-06-16 10:06:45,Reviewer-A,0.0,1.17,Proceed,Manager-X,0.0,9.47,Approved,10.64,False
INV-00585,DIST-009,Normal,545619.6,2026-06-16 10:16:42,Reviewer-B,0.0,14.38,Proceed,Manager-X,0.0,2.45,Approved,16.82,False
INV-00586,DIST-007,Normal,224536.95,2026-06-16 10:21:07,Reviewer-C,0.0,0.0,Proceed,Manager-Y,2.2,17.89,Approved,20.09,False
INV-00587,DIST-001,Normal,586165.62,2026-06-16 10:28:43,Reviewer-A,0.0,8.45,Proceed,Manager-X,0.0,13.79,Approved,22.24,False
INV-00588,DIST-001,Normal,468239.31,2026-06-16 10:39:38,Reviewer-C,0.0,12.83,Proceed,Manager-Y,0.0,2.73,Approved,15.56,False
INV-00589,DIST-007,Normal,191400.6,2026-06-16 10:52:05,Reviewer-B,0.0,5.89,Proceed,Manager-X,0.0,15.29,Approved,21.18,False
INV-00590,DIST-005,Normal,245551.94,2026-06-16 11:06:18,Reviewer-A,0.0,9.93,Proceed,Manager-Y,0.0,18.25,Approved,28.17,False
INV-00591,DIST-011,Normal,389764.85,2026-06-16 11:10:24,Reviewer-C,0.0,7.23,Proceed,Manager-X,0.0,3.67,Approved,10.91,False
INV-00592,DIST-001,Normal,162117.27,2026-06-16 11:52:22,Reviewer-B,0.0,1.88,Proceed,Manager-X,0.0,12.34,Approved,14.22,False
INV-00593,DIST-008,Normal,188523.93,2026-06-16 11:54:20,Reviewer-A,0.0,9.24,Proceed,Manager-Y,0.0,4.41,Approved,13.65,False
INV-00594,DIST-002,High,717796.62,2026-06-16 11:54:43,Reviewer-C,0.0,0.28,Proceed,Manager-X,11.6,0.6,Approved,12.47,False
INV-00595,DIST-005,Normal,695576.86,2026-06-16 11:57:16,Reviewer-B,0.0,0.78,Proceed,Manager-X,9.13,2.72,Approved,12.63,False
INV-00596,DIST-012,Normal,845382.42,2026-06-16 12:04:18,Reviewer-C,0.0,7.98,Proceed,Manager-Y,0.0,10.42,Approved,18.39,False
INV-00597,DIST-005,Normal,796101.88,2026-06-16 12:10:13,Reviewer-B,0.0,7.82,Proceed,Manager-X,0.0,7.58,Approved,15.39,False
INV-00598,DIST-005,High,172921.47,2026-06-16 12:18:05,Reviewer-A,0.0,9.56,Proceed,Manager-Y,0.0,0.97,Approved,10.53,False
INV-00599,DIST-003,Normal,676259.89,2026-06-16 12:22:48,Reviewer-C,0.0,3.02,Proceed,Manager-X,0.0,32.95,Approved,35.97,False
INV-00600,DIST-012,Normal,508799.38,2026-06-16 12:36:53,Reviewer-B,0.0,0.56,Proceed,Manager-Y,0.0,0.91,Approved,1.47,False
INV-00601,DIST-011,Normal,55744.22,2026-06-16 13:08:56,Reviewer-C,0.0,1.0,Proceed,Manager-Y,0.0,1.08,Approved,2.08,False
INV-00602,DIST-009,Normal,671334.74,2026-06-16 13:13:30,Reviewer-A,0.0,9.82,Proceed,Manager-X,0.0,2.04,Approved,11.86,False
INV-00603,DIST-003,Normal,216838.32,2026-06-16 13:18:50,Reviewer-B,0.0,7.36,Proceed,Manager-Y,0.0,7.43,Approved,14.79,False
INV-00604,DIST-009,Normal,298776.65,2026-06-16 13:28:52,Reviewer-C,0.0,1.93,Proceed,Manager-X,0.0,23.36,Approved,25.29,False
INV-00605,DIST-003,Normal,384729.65,2026-06-16 13:29:43,Reviewer-A,0.0,4.68,Proceed,Manager-Y,0.0,14.21,Approved,18.89,False
INV-00606,DIST-001,Normal,528675.74,2026-06-16 13:45:36,Reviewer-B,0.0,5.81,Proceed,Manager-Y,0.0,0.62,Rejected,6.43,False
INV-00607,DIST-004,Normal,447838.95,2026-06-16 14:06:06,Reviewer-C,0.0,4.81,Proceed,Manager-Y,0.0,3.7,Approved,8.51,False
INV-00608,DIST-009,Normal,561762.92,2026-06-16 14:07:31,Reviewer-A,0.0,16.66,Proceed,Manager-X,0.0,0.3,Approved,16.97,False
INV-00609,DIST-001,Normal,487505.29,2026-06-16 14:10:04,Reviewer-B,0.0,6.44,Proceed,Manager-Y,0.0,11.48,Approved,17.92,False
INV-00610,DIST-010,Normal,611579.19,2026-06-16 14:15:32,Reviewer-C,0.0,15.23,Proceed,Manager-X,0.0,25.05,Approved,40.28,False
INV-00611,DIST-011,Normal,56291.66,2026-06-16 14:23:07,Reviewer-B,0.0,16.71,Proceed,Manager-Y,0.0,4.38,Approved,21.08,False
INV-00612,DIST-005,Normal,452022.6,2026-06-16 14:43:56,Reviewer-A,0.0,10.79,Proceed,Manager-Y,0.0,2.31,Approved,13.1,False
INV-00613,DIST-004,Normal,454253.59,2026-06-16 14:45:13,Reviewer-C,0.0,4.48,Proceed,Manager-X,6.12,9.33,Approved,19.93,False
INV-00614,DIST-007,Normal,635461.58,2026-06-16 15:01:49,Reviewer-B,0.0,5.16,Proceed,Manager-Y,0.0,11.52,Approved,16.67,False
INV-00615,DIST-003,Normal,469720.82,2026-06-16 15:03:08,Reviewer-C,0.0,6.43,Proceed,Manager-X,0.0,8.7,Rejected,15.13,False
INV-00616,DIST-009,Normal,842786.23,2026-06-16 15:31:04,Reviewer-A,0.0,2.79,Proceed,Manager-X,0.0,5.35,Approved,8.14,False
INV-00617,DIST-010,Normal,466054.17,2026-06-16 15:42:19,Reviewer-B,0.0,4.79,Proceed,Manager-Y,0.0,4.24,Approved,9.03,False
INV-00618,DIST-001,High,618734.72,2026-06-16 16:20:54,Reviewer-C,0.0,4.35,Proceed,Manager-X,0.0,40.56,Approved,44.9,False
INV-00619,DIST-004,Normal,186525.28,2026-06-16 16:25:11,Reviewer-A,0.0,8.86,Returned,,,,Returned to Distributor,8.86,False
INV-00620,DIST-009,Normal,437024.41,2026-06-16 16:45:55,Reviewer-B,0.0,5.09,Proceed,Manager-Y,0.0,5.86,Approved,10.95,False
INV-00621,DIST-010,Normal,216129.09,2026-06-16 16:49:36,Reviewer-C,0.0,2.14,Proceed,Manager-Y,5.11,8.0,Approved,15.25,False
INV-00622,DIST-006,Normal,675004.04,2026-06-16 16:50:34,Reviewer-A,0.0,10.48,Proceed,Manager-Y,3.8,8.16,Approved,22.44,False
INV-00623,DIST-012,Normal,688048.29,2026-06-17 08:04:17,Reviewer-A,0.0,9.09,Returned,,,,Returned to Distributor,9.09,False
INV-00624,DIST-007,High,356960.85,2026-06-17 08:09:10,Reviewer-B,0.0,9.79,Proceed,Manager-X,0.0,8.54,Approved,18.33,False
INV-00625,DIST-011,Normal,328201.48,2026-06-17 08:09:18,Reviewer-C,0.0,0.25,Proceed,Manager-Y,0.0,1.54,Approved,1.79,False
INV-00626,DIST-001,High,574221.78,2026-06-17 08:12:18,Reviewer-C,0.0,17.0,Proceed,Manager-Y,0.0,6.91,Approved,23.92,False
INV-00627,DIST-007,Normal,130070.48,2026-06-17 08:19:05,Reviewer-A,0.0,3.88,Proceed,Manager-X,4.53,7.55,Approved,15.96,False
INV-00628,DIST-007,Normal,658882.24,2026-06-17 08:25:11,Reviewer-B,0.0,0.87,Proceed,Manager-X,8.99,6.36,Approved,16.21,False
INV-00629,DIST-010,Normal,847531.56,2026-06-17 08:27:48,Reviewer-A,0.0,1.66,Proceed,Manager-Y,6.74,5.34,Approved,13.75,False
INV-00630,DIST-002,Normal,572626.68,2026-06-17 08:38:06,Reviewer-B,0.0,2.57,Proceed,Manager-X,0.73,8.56,Approved,11.86,False
INV-00631,DIST-006,High,525706.74,2026-06-17 08:42:28,Reviewer-C,0.0,2.8,Proceed,Manager-Y,0.0,0.37,Approved,3.17,False
INV-00632,DIST-006,Normal,136812.58,2026-06-17 08:45:08,Reviewer-A,0.0,0.54,Proceed,Manager-Y,0.0,2.65,Approved,3.18,False
INV-00633,DIST-005,Normal,16604.63,2026-06-17 08:47:03,Reviewer-B,0.0,0.71,Proceed,Manager-Y,0.56,0.22,Approved,1.48,False
INV-00634,DIST-004,Normal,466728.46,2026-06-17 08:56:19,Reviewer-C,0.0,4.78,Proceed,Manager-Y,0.0,46.23,Approved,51.01,False
INV-00635,DIST-007,Normal,497639.18,2026-06-17 09:09:34,Reviewer-A,0.0,0.27,Proceed,Manager-X,0.0,3.17,Approved,3.44,False
INV-00636,DIST-001,High,397891.89,2026-06-17 09:21:06,Reviewer-B,0.0,0.33,Proceed,Manager-X,0.0,8.78,Approved,9.11,False
INV-00637,DIST-002,High,21121.18,2026-06-17 09:26:28,Reviewer-C,0.0,5.03,Proceed,Manager-X,0.0,3.87,Rejected,8.9,False
INV-00638,DIST-006,Normal,414539.52,2026-06-17 09:27:43,Reviewer-A,0.0,0.55,Proceed,Manager-X,7.09,32.35,Approved,39.99,False
INV-00639,DIST-001,Normal,214046.36,2026-06-17 09:42:41,Reviewer-B,0.0,2.43,Proceed,Manager-Y,2.21,1.62,Approved,6.27,False
INV-00640,DIST-011,High,260465.65,2026-06-17 09:47:53,Reviewer-A,0.0,18.45,Proceed,Manager-Y,0.0,0.52,Approved,18.97,False
INV-00641,DIST-001,High,802795.51,2026-06-17 09:53:46,Reviewer-C,0.0,1.23,Proceed,Manager-Y,11.86,4.03,Approved,17.12,False
INV-00642,DIST-009,Normal,816711.81,2026-06-17 10:09:28,Reviewer-B,0.0,5.89,Proceed,Manager-X,0.0,2.61,Approved,8.51,False
INV-00643,DIST-010,Normal,283245.6,2026-06-17 10:51:46,Reviewer-C,0.0,1.39,Proceed,Manager-Y,0.0,7.41,Approved,8.79,False
INV-00644,DIST-005,High,586809.62,2026-06-17 11:15:35,Reviewer-A,0.0,11.53,Proceed,Manager-X,0.0,19.36,Approved,30.89,False
INV-00645,DIST-010,Normal,779959.74,2026-06-17 11:28:24,Reviewer-B,0.0,4.89,Returned,,,,Returned to Distributor,4.89,False
INV-00646,DIST-006,Normal,714396.52,2026-06-17 11:29:54,Reviewer-C,0.0,0.18,Proceed,Manager-Y,0.0,34.28,Rejected,34.46,False
INV-00647,DIST-012,High,794034.4,2026-06-17 11:34:15,Reviewer-A,0.0,12.99,Proceed,Manager-X,0.0,12.19,Approved,25.19,False
INV-00648,DIST-010,Normal,526319.8,2026-06-17 11:36:42,Reviewer-C,0.0,5.69,Proceed,Manager-X,17.05,2.49,Approved,25.23,False
INV-00649,DIST-008,Normal,118303.2,2026-06-17 11:37:41,Reviewer-B,0.0,3.8,Proceed,Manager-X,20.44,1.93,Approved,26.17,False
INV-00650,DIST-003,Normal,168304.56,2026-06-17 11:45:24,Reviewer-B,0.0,8.68,Proceed,Manager-X,9.78,2.99,Approved,21.45,False
INV-00651,DIST-004,Normal,645321.22,2026-06-17 12:01:40,Reviewer-C,0.0,15.71,Returned,,,,Returned to Distributor,15.71,False
INV-00652,DIST-008,High,586243.98,2026-06-17 12:25:53,Reviewer-A,0.0,10.49,Proceed,Manager-Y,0.0,12.09,Approved,22.58,False
INV-00653,DIST-012,Normal,269398.38,2026-06-17 12:46:46,Reviewer-B,0.0,8.14,Proceed,Manager-X,0.0,7.08,Approved,15.22,False
INV-00654,DIST-009,Normal,97372.27,2026-06-17 13:05:19,Reviewer-C,0.0,12.61,Proceed,Manager-Y,0.0,2.68,Approved,15.29,False
INV-00655,DIST-001,Normal,476257.3,2026-06-17 13:54:49,Reviewer-A,0.0,5.98,Proceed,Manager-X,0.0,3.27,Approved,9.25,False
INV-00656,DIST-005,Normal,394838.35,2026-06-17 13:59:10,Reviewer-B,0.0,5.7,Proceed,Manager-Y,0.0,6.91,Approved,12.61,False
INV-00657,DIST-008,Normal,81422.48,2026-06-17 14:20:25,Reviewer-C,0.0,1.19,Proceed,Manager-X,0.0,21.35,Approved,22.54,False
INV-00658,DIST-006,Normal,385998.55,2026-06-17 14:26:25,Reviewer-A,0.0,5.35,Proceed,Manager-Y,0.0,2.14,Approved,7.5,False
INV-00659,DIST-012,Normal,553047.08,2026-06-17 14:29:52,Reviewer-B,0.0,1.07,Proceed,Manager-Y,2.97,0.91,Approved,4.95,False
INV-00660,DIST-002,Normal,447625.62,2026-06-17 14:41:56,Reviewer-C,0.0,9.39,Proceed,Manager-Y,0.0,28.41,Approved,37.81,False
INV-00661,DIST-003,Normal,775853.6,2026-06-17 14:47:41,Reviewer-B,0.0,6.46,Proceed,Manager-X,0.0,19.3,Approved,25.76,False
INV-00662,DIST-007,Normal,265312.56,2026-06-17 15:02:37,Reviewer-A,0.0,19.46,Proceed,Manager-X,0.0,1.89,Approved,21.35,False
INV-00663,DIST-001,Normal,531063.48,2026-06-17 15:41:23,Reviewer-C,0.0,3.68,Proceed,Manager-Y,0.0,7.45,Approved,11.13,False
INV-00664,DIST-004,Normal,188258.4,2026-06-17 16:07:06,Reviewer-B,0.0,3.63,Proceed,Manager-X,0.0,8.73,Approved,12.36,False
INV-00665,DIST-005,Normal,528702.3,2026-06-17 16:32:45,Reviewer-A,0.0,10.47,Proceed,Manager-Y,0.0,1.52,Approved,11.99,False
INV-00666,DIST-001,Normal,568612.08,2026-06-17 16:33:12,Reviewer-C,0.0,2.13,Returned,,,,Returned to Distributor,2.13,False
INV-00667,DIST-007,Normal,844706.23,2026-06-17 16:33:49,Reviewer-B,0.0,2.01,Proceed,Manager-X,0.0,11.43,Approved,13.44,False
INV-00668,DIST-008,Normal,638187.91,2026-06-17 16:43:43,Reviewer-C,0.0,0.22,Proceed,Manager-Y,0.81,3.7,Approved,4.73,False
INV-00669,DIST-009,Normal,59862.36,2026-06-18 08:17:02,Reviewer-A,0.0,0.78,Proceed,Manager-X,0.0,3.79,Approved,4.57,False
INV-00670,DIST-004,Normal,522185.41,2026-06-18 08:19:52,Reviewer-B,0.0,7.85,Proceed,Manager-Y,0.0,41.4,Approved,49.25,False
INV-00671,DIST-012,Normal,247673.27,2026-06-18 08:33:52,Reviewer-C,0.0,2.28,Proceed,Manager-X,0.0,50.38,Approved,52.66,False
INV-00672,DIST-010,Normal,424455.4,2026-06-18 08:35:32,Reviewer-A,0.0,4.13,Proceed,Manager-Y,29.44,20.44,Approved,54.01,False
INV-00673,DIST-004,Normal,6335.88,2026-06-18 08:39:39,Reviewer-B,0.0,5.89,Proceed,Manager-X,40.99,17.9,Approved,64.78,False
INV-00674,DIST-007,Normal,43440.9,2026-06-18 10:02:23,Reviewer-C,0.0,9.84,Proceed,Manager-Y,0.0,9.72,Approved,19.56,False
INV-00675,DIST-002,Normal,265067.8,2026-06-18 10:05:55,Reviewer-A,0.0,2.35,Proceed,Manager-X,0.0,11.0,Approved,13.35,False
INV-00676,DIST-010,Normal,816295.34,2026-06-18 10:21:23,Reviewer-B,0.0,1.29,Proceed,Manager-X,0.0,24.27,Approved,25.56,False
INV-00677,DIST-001,Normal,550576.13,2026-06-18 10:29:06,Reviewer-A,0.0,5.92,Returned,,,,Returned to Distributor,5.92,False
INV-00678,DIST-006,Normal,395787.21,2026-06-18 10:38:20,Reviewer-C,0.0,15.77,Proceed,Manager-Y,0.0,6.99,Approved,22.76,False
INV-00679,DIST-009,Normal,457823.23,2026-06-18 10:51:57,Reviewer-B,0.0,6.94,Proceed,Manager-X,0.0,20.8,Approved,27.74,False
INV-00680,DIST-005,Normal,715424.58,2026-06-18 11:33:52,Reviewer-A,0.0,2.82,Proceed,Manager-Y,0.0,1.72,Approved,4.55,False
INV-00681,DIST-002,Normal,735581.67,2026-06-18 11:36:22,Reviewer-C,0.0,7.33,Proceed,Manager-X,0.0,0.31,Approved,7.64,False
INV-00682,DIST-004,Normal,318988.12,2026-06-18 11:44:37,Reviewer-B,0.0,2.16,Proceed,Manager-Y,0.0,1.83,Approved,3.99,False
INV-00683,DIST-004,Normal,776784.0,2026-06-18 11:45:04,Reviewer-A,0.0,0.15,Proceed,Manager-X,0.0,6.59,Approved,6.74,False
INV-00684,DIST-012,Normal,743427.83,2026-06-18 12:15:56,Reviewer-C,0.0,2.38,Proceed,Manager-Y,0.0,0.98,Rejected,3.36,False
INV-00685,DIST-003,Normal,178383.11,2026-06-18 12:24:39,Reviewer-A,0.0,2.94,Proceed,Manager-X,0.0,1.17,Approved,4.11,False
INV-00686,DIST-010,Normal,741734.45,2026-06-18 12:25:11,Reviewer-B,0.0,13.2,Proceed,Manager-Y,0.0,13.81,Approved,27.0,False
INV-00687,DIST-005,Normal,544828.97,2026-06-18 12:25:27,Reviewer-C,0.0,1.34,Proceed,Manager-X,1.96,7.22,Approved,10.52,False
INV-00688,DIST-005,Normal,131176.01,2026-06-18 12:38:48,Reviewer-C,0.0,0.09,Proceed,Manager-X,0.0,6.86,Approved,6.95,False
INV-00689,DIST-006,High,234039.03,2026-06-18 12:43:59,Reviewer-A,0.0,7.82,Proceed,Manager-X,0.0,1.52,Approved,9.34,False
INV-00690,DIST-009,Normal,379882.25,2026-06-18 13:10:43,Reviewer-B,0.0,3.82,Proceed,Manager-Y,0.0,1.06,Approved,4.88,False
INV-00691,DIST-003,High,600452.57,2026-06-18 13:17:23,Reviewer-C,0.0,4.77,Proceed,Manager-X,0.0,4.77,Approved,9.53,False
INV-00692,DIST-004,Normal,607399.39,2026-06-18 13:22:14,Reviewer-A,0.0,4.57,Returned,,,,Returned to Distributor,4.57,False
INV-00693,DIST-008,Normal,484781.96,2026-06-18 13:39:09,Reviewer-B,0.0,9.73,Proceed,Manager-Y,0.0,0.97,Approved,10.7,False
INV-00694,DIST-008,High,402611.26,2026-06-18 13:51:33,Reviewer-C,0.0,0.74,Returned,,,,Returned to Distributor,0.74,False
INV-00695,DIST-006,Normal,336305.0,2026-06-18 13:55:08,Reviewer-A,0.0,6.56,Proceed,Manager-X,0.0,20.33,Approved,26.9,False
INV-00696,DIST-008,Normal,100389.56,2026-06-18 13:55:30,Reviewer-B,0.0,11.22,Proceed,Manager-Y,0.0,4.07,Approved,15.29,False
INV-00697,DIST-007,Normal,695832.19,2026-06-18 14:04:01,Reviewer-C,0.0,2.37,Proceed,Manager-Y,4.41,14.94,Approved,21.71,False
INV-00698,DIST-007,Normal,206596.12,2026-06-18 14:10:10,Reviewer-A,0.0,1.04,Proceed,Manager-X,10.84,0.65,Approved,12.52,False
INV-00699,DIST-007,Normal,667745.31,2026-06-18 14:24:22,Reviewer-C,0.0,9.29,Proceed,Manager-X,0.0,2.56,Approved,11.85,False
INV-00700,DIST-012,Normal,490189.11,2026-06-18 14:25:21,Reviewer-B,0.0,5.38,Proceed,Manager-Y,0.0,7.69,Approved,13.08,False
INV-00701,DIST-007,Normal,63818.45,2026-06-18 14:27:40,Reviewer-A,0.0,10.09,Proceed,Manager-X,0.0,4.52,Approved,14.62,False
INV-00702,DIST-002,Normal,188881.95,2026-06-18 14:40:37,Reviewer-B,0.0,5.22,Proceed,Manager-Y,0.0,15.77,Approved,20.98,False
